timestamp, index, utilization.gpu [%], memory.used [MiB]
2025/10/01 01:22:43.631, 0, 0 %, 7402 MiB
2025/10/01 01:22:43.631, 1, 57 %, 11988 MiB
2025/10/01 01:23:13.632, 0, 0 %, 7850 MiB
2025/10/01 01:23:13.632, 1, 55 %, 13294 MiB
2025/10/01 01:23:43.633, 0, 0 %, 10370 MiB
2025/10/01 01:23:43.634, 1, 59 %, 14736 MiB
2025/10/01 01:24:13.634, 0, 0 %, 23720 MiB
2025/10/01 01:24:13.634, 1, 59 %, 15284 MiB
2025/10/01 01:24:43.634, 0, 0 %, 37712 MiB
2025/10/01 01:24:43.635, 1, 64 %, 16448 MiB
2025/10/01 01:25:13.635, 0, 23 %, 12138 MiB
2025/10/01 01:25:13.636, 1, 29 %, 17736 MiB
2025/10/01 01:25:43.637, 0, 0 %, 27640 MiB
2025/10/01 01:25:43.637, 1, 47 %, 21870 MiB
2025/10/01 01:26:13.638, 0, 0 %, 42718 MiB
2025/10/01 01:26:13.638, 1, 49 %, 37644 MiB
2025/10/01 01:26:43.638, 0, 0 %, 21042 MiB
2025/10/01 01:26:43.639, 1, 21 %, 24744 MiB
2025/10/01 01:27:13.639, 0, 0 %, 37062 MiB
2025/10/01 01:27:13.639, 1, 68 %, 34260 MiB
2025/10/01 01:27:43.640, 0, 9 %, 16284 MiB
2025/10/01 01:27:43.640, 1, 47 %, 34260 MiB
2025/10/01 01:28:13.641, 0, 10 %, 33004 MiB
2025/10/01 01:28:13.641, 1, 22 %, 34260 MiB
2025/10/01 01:28:43.641, 0, 0 %, 13536 MiB
2025/10/01 01:28:43.642, 1, 7 %, 34260 MiB
2025/10/01 01:29:13.643, 0, 0 %, 30726 MiB
2025/10/01 01:29:13.643, 1, 70 %, 34260 MiB
2025/10/01 01:29:43.644, 0, 19 %, 14762 MiB
2025/10/01 01:29:43.644, 1, 71 %, 37278 MiB
2025/10/01 01:30:13.645, 0, 69 %, 12750 MiB
2025/10/01 01:30:13.645, 1, 73 %, 30276 MiB
2025/10/01 01:30:43.646, 0, 20 %, 14974 MiB
2025/10/01 01:30:43.646, 1, 45 %, 26530 MiB
2025/10/01 01:31:13.647, 0, 0 %, 12386 MiB
2025/10/01 01:31:13.647, 1, 72 %, 44050 MiB
2025/10/01 01:31:43.647, 0, 100 %, 13564 MiB
2025/10/01 01:31:43.647, 1, 72 %, 40168 MiB
2025/10/01 01:32:13.648, 0, 100 %, 14516 MiB
2025/10/01 01:32:13.649, 1, 44 %, 36056 MiB
2025/10/01 01:32:43.649, 0, 0 %, 16392 MiB
2025/10/01 01:32:43.650, 1, 57 %, 33632 MiB
2025/10/01 01:33:13.650, 0, 44 %, 18690 MiB
2025/10/01 01:33:13.651, 1, 69 %, 31362 MiB
2025/10/01 01:33:43.651, 0, 0 %, 22662 MiB
2025/10/01 01:33:43.651, 1, 61 %, 28642 MiB
2025/10/01 01:34:13.652, 0, 0 %, 25846 MiB
2025/10/01 01:34:13.653, 1, 73 %, 47932 MiB
2025/10/01 01:34:43.653, 0, 4 %, 31448 MiB
2025/10/01 01:34:43.654, 1, 34 %, 47112 MiB
2025/10/01 01:35:13.654, 0, 0 %, 37248 MiB
2025/10/01 01:35:13.654, 1, 76 %, 45648 MiB
2025/10/01 01:35:43.655, 0, 74 %, 40492 MiB
2025/10/01 01:35:43.656, 1, 24 %, 41898 MiB
2025/10/01 01:36:13.656, 0, 0 %, 46632 MiB
2025/10/01 01:36:13.656, 1, 66 %, 41160 MiB
2025/10/01 01:36:43.657, 0, 61 %, 20804 MiB
2025/10/01 01:36:43.658, 1, 29 %, 41788 MiB
2025/10/01 01:37:13.658, 0, 0 %, 28294 MiB
2025/10/01 01:37:13.659, 1, 77 %, 46068 MiB
2025/10/01 01:37:43.659, 0, 0 %, 34878 MiB
2025/10/01 01:37:43.659, 1, 78 %, 31880 MiB
2025/10/01 01:38:13.660, 0, 19 %, 45196 MiB
2025/10/01 01:38:13.660, 1, 0 %, 38028 MiB
2025/10/01 01:38:43.661, 0, 100 %, 16496 MiB
2025/10/01 01:38:43.661, 1, 80 %, 43878 MiB
2025/10/01 01:39:13.661, 0, 0 %, 24422 MiB
2025/10/01 01:39:13.662, 1, 78 %, 42242 MiB
2025/10/01 01:39:43.662, 0, 71 %, 32580 MiB
2025/10/01 01:39:43.662, 1, 42 %, 45594 MiB
2025/10/01 01:40:13.664, 0, 49 %, 40958 MiB
2025/10/01 01:40:13.664, 1, 0 %, 41898 MiB
2025/10/01 01:40:43.665, 0, 0 %, 24860 MiB
2025/10/01 01:40:43.665, 1, 0 %, 41958 MiB
2025/10/01 01:41:13.666, 0, 0 %, 24860 MiB
2025/10/01 01:41:13.666, 1, 0 %, 41958 MiB
2025/10/01 01:41:43.667, 0, 0 %, 24860 MiB
2025/10/01 01:41:43.667, 1, 0 %, 41958 MiB
2025/10/01 01:42:13.668, 0, 4 %, 24860 MiB
2025/10/01 01:42:13.668, 1, 9 %, 41958 MiB
2025/10/01 01:42:43.669, 0, 5 %, 24860 MiB
2025/10/01 01:42:43.669, 1, 9 %, 41958 MiB
2025/10/01 01:43:13.670, 0, 0 %, 1 MiB
2025/10/01 01:43:13.670, 1, 0 %, 1 MiB
2025/10/01 01:43:43.671, 0, 0 %, 1 MiB
2025/10/01 01:43:43.672, 1, 0 %, 1 MiB
2025/10/01 01:44:13.672, 0, 0 %, 1 MiB
2025/10/01 01:44:13.673, 1, 0 %, 1 MiB
2025/10/01 01:44:43.673, 0, 0 %, 1 MiB
2025/10/01 01:44:43.674, 1, 0 %, 1 MiB
2025/10/01 01:45:13.674, 0, 0 %, 1 MiB
2025/10/01 01:45:13.674, 1, 0 %, 1 MiB
2025/10/01 01:45:43.675, 0, 0 %, 1 MiB
2025/10/01 01:45:43.676, 1, 0 %, 1 MiB
2025/10/01 01:46:13.676, 0, 0 %, 1 MiB
2025/10/01 01:46:13.676, 1, 0 %, 1 MiB
2025/10/01 01:46:43.677, 0, 0 %, 1 MiB
2025/10/01 01:46:43.677, 1, 0 %, 1 MiB
2025/10/01 01:47:13.678, 0, 0 %, 1 MiB
2025/10/01 01:47:13.678, 1, 0 %, 1 MiB
2025/10/01 01:47:43.679, 0, 0 %, 1 MiB
2025/10/01 01:47:43.679, 1, 0 %, 1 MiB
2025/10/01 01:48:13.680, 0, 0 %, 1 MiB
2025/10/01 01:48:13.680, 1, 0 %, 1 MiB
2025/10/01 01:48:43.681, 0, 0 %, 1 MiB
2025/10/01 01:48:43.682, 1, 0 %, 1 MiB
2025/10/01 01:49:13.682, 0, 0 %, 1 MiB
2025/10/01 01:49:13.682, 1, 0 %, 1 MiB
2025/10/01 01:49:43.683, 0, 0 %, 1 MiB
2025/10/01 01:49:43.683, 1, 0 %, 1 MiB
2025/10/01 01:50:13.684, 0, 0 %, 1 MiB
2025/10/01 01:50:13.684, 1, 0 %, 1 MiB
2025/10/01 01:50:43.684, 0, 0 %, 1 MiB
2025/10/01 01:50:43.685, 1, 0 %, 1 MiB
2025/10/01 01:51:13.685, 0, 0 %, 1 MiB
2025/10/01 01:51:13.686, 1, 0 %, 1 MiB
2025/10/01 01:51:43.686, 0, 0 %, 1 MiB
2025/10/01 01:51:43.686, 1, 0 %, 1 MiB
2025/10/01 01:52:13.687, 0, 0 %, 1 MiB
2025/10/01 01:52:13.687, 1, 0 %, 1 MiB
2025/10/01 01:52:43.687, 0, 0 %, 1 MiB
2025/10/01 01:52:43.688, 1, 0 %, 1 MiB
2025/10/01 01:53:13.688, 0, 0 %, 1 MiB
2025/10/01 01:53:13.689, 1, 0 %, 1 MiB
2025/10/01 01:53:43.689, 0, 0 %, 1 MiB
2025/10/01 01:53:43.690, 1, 0 %, 1 MiB
2025/10/01 01:54:13.691, 0, 0 %, 1 MiB
2025/10/01 01:54:13.691, 1, 0 %, 1 MiB
2025/10/01 01:54:43.691, 0, 0 %, 1 MiB
2025/10/01 01:54:43.692, 1, 0 %, 1 MiB
2025/10/01 01:55:13.692, 0, 0 %, 1 MiB
2025/10/01 01:55:13.692, 1, 0 %, 1 MiB
2025/10/01 01:55:43.693, 0, 0 %, 1 MiB
2025/10/01 01:55:43.693, 1, 0 %, 1 MiB
2025/10/01 01:56:13.693, 0, 0 %, 1 MiB
2025/10/01 01:56:13.694, 1, 0 %, 1 MiB
2025/10/01 01:56:43.694, 0, 0 %, 1 MiB
2025/10/01 01:56:43.694, 1, 0 %, 1 MiB
2025/10/01 01:57:13.695, 0, 0 %, 1 MiB
2025/10/01 01:57:13.695, 1, 0 %, 1 MiB
2025/10/01 01:57:43.696, 0, 0 %, 1 MiB
2025/10/01 01:57:43.696, 1, 0 %, 1 MiB
2025/10/01 01:58:13.697, 0, 0 %, 2698 MiB
2025/10/01 01:58:13.697, 1, 10 %, 5550 MiB
2025/10/01 01:58:43.698, 0, 0 %, 1 MiB
2025/10/01 01:58:43.698, 1, 0 %, 1 MiB
2025/10/01 01:59:13.699, 0, 0 %, 1 MiB
2025/10/01 01:59:13.699, 1, 0 %, 1 MiB
2025/10/01 01:59:43.700, 0, 0 %, 1 MiB
2025/10/01 01:59:43.700, 1, 0 %, 1 MiB
2025/10/01 02:00:13.701, 0, 0 %, 1 MiB
2025/10/01 02:00:13.701, 1, 0 %, 1 MiB
2025/10/01 02:00:43.702, 0, 0 %, 1 MiB
2025/10/01 02:00:43.702, 1, 0 %, 1 MiB
2025/10/01 02:01:13.703, 0, 0 %, 1 MiB
2025/10/01 02:01:13.703, 1, 0 %, 1 MiB
2025/10/01 02:01:43.704, 0, 0 %, 1 MiB
2025/10/01 02:01:43.704, 1, 0 %, 1 MiB
2025/10/01 02:02:13.705, 0, 0 %, 1 MiB
2025/10/01 02:02:13.705, 1, 0 %, 1 MiB
2025/10/01 02:02:43.706, 0, 0 %, 4714 MiB
2025/10/01 02:02:43.706, 1, 0 %, 7628 MiB
2025/10/01 02:03:13.707, 0, 23 %, 5810 MiB
2025/10/01 02:03:13.707, 1, 41 %, 8718 MiB
2025/10/01 02:03:43.708, 0, 0 %, 1 MiB
2025/10/01 02:03:43.709, 1, 0 %, 1 MiB
2025/10/01 02:04:13.709, 0, 0 %, 1 MiB
2025/10/01 02:04:13.709, 1, 0 %, 1 MiB
2025/10/01 02:04:43.710, 0, 0 %, 1 MiB
2025/10/01 02:04:43.710, 1, 0 %, 1 MiB
2025/10/01 02:05:13.711, 0, 0 %, 1 MiB
2025/10/01 02:05:13.711, 1, 0 %, 1 MiB
2025/10/01 02:05:43.712, 0, 0 %, 1 MiB
2025/10/01 02:05:43.712, 1, 0 %, 1 MiB
2025/10/01 02:06:13.713, 0, 0 %, 1 MiB
2025/10/01 02:06:13.713, 1, 0 %, 1 MiB
2025/10/01 02:06:43.714, 0, 0 %, 1 MiB
2025/10/01 02:06:43.714, 1, 0 %, 1 MiB
2025/10/01 02:07:13.715, 0, 0 %, 1 MiB
2025/10/01 02:07:13.715, 1, 0 %, 1 MiB
2025/10/01 02:07:43.716, 0, 0 %, 1 MiB
2025/10/01 02:07:43.716, 1, 0 %, 1 MiB
2025/10/01 02:08:13.717, 0, 0 %, 1 MiB
2025/10/01 02:08:13.718, 1, 0 %, 1 MiB
2025/10/01 02:08:43.718, 0, 0 %, 1 MiB
2025/10/01 02:08:43.718, 1, 0 %, 1 MiB
2025/10/01 02:09:13.719, 0, 0 %, 1 MiB
2025/10/01 02:09:13.719, 1, 0 %, 1 MiB
2025/10/01 02:09:43.720, 0, 0 %, 1 MiB
2025/10/01 02:09:43.720, 1, 0 %, 1 MiB
2025/10/01 02:10:13.721, 0, 0 %, 1 MiB
2025/10/01 02:10:13.721, 1, 0 %, 1 MiB
2025/10/01 02:10:43.722, 0, 0 %, 1 MiB
2025/10/01 02:10:43.723, 1, 0 %, 1 MiB
2025/10/01 02:11:13.723, 0, 0 %, 1 MiB
2025/10/01 02:11:13.723, 1, 0 %, 1 MiB
2025/10/01 02:11:43.724, 0, 0 %, 1 MiB
2025/10/01 02:11:43.725, 1, 0 %, 1 MiB
2025/10/01 02:12:13.725, 0, 0 %, 1 MiB
2025/10/01 02:12:13.726, 1, 0 %, 1 MiB
2025/10/01 02:12:43.727, 0, 0 %, 1 MiB
2025/10/01 02:12:43.727, 1, 0 %, 1 MiB
2025/10/01 02:13:13.728, 0, 0 %, 1 MiB
2025/10/01 02:13:13.728, 1, 0 %, 1 MiB
2025/10/01 02:13:43.729, 0, 0 %, 1 MiB
2025/10/01 02:13:43.729, 1, 0 %, 1 MiB
2025/10/01 02:14:13.730, 0, 0 %, 1 MiB
2025/10/01 02:14:13.730, 1, 0 %, 1 MiB
2025/10/01 02:14:43.731, 0, 0 %, 1 MiB
2025/10/01 02:14:43.731, 1, 0 %, 1 MiB
2025/10/01 02:15:13.732, 0, 0 %, 1 MiB
2025/10/01 02:15:13.732, 1, 0 %, 1 MiB
2025/10/01 02:15:43.733, 0, 0 %, 1 MiB
2025/10/01 02:15:43.733, 1, 0 %, 1 MiB
2025/10/01 02:16:13.734, 0, 0 %, 1 MiB
2025/10/01 02:16:13.734, 1, 0 %, 1 MiB
2025/10/01 02:16:43.735, 0, 0 %, 1 MiB
2025/10/01 02:16:43.735, 1, 0 %, 1 MiB
2025/10/01 02:17:13.736, 0, 0 %, 1 MiB
2025/10/01 02:17:13.736, 1, 0 %, 1 MiB
2025/10/01 02:17:43.737, 0, 0 %, 1 MiB
2025/10/01 02:17:43.737, 1, 0 %, 1 MiB
2025/10/01 02:18:13.737, 0, 0 %, 1 MiB
2025/10/01 02:18:13.738, 1, 0 %, 1 MiB
2025/10/01 02:18:43.738, 0, 0 %, 1 MiB
2025/10/01 02:18:43.739, 1, 0 %, 1 MiB
2025/10/01 02:19:13.740, 0, 0 %, 1 MiB
2025/10/01 02:19:13.740, 1, 0 %, 1 MiB
2025/10/01 02:19:43.741, 0, 0 %, 1 MiB
2025/10/01 02:19:43.741, 1, 0 %, 1 MiB
2025/10/01 02:20:13.742, 0, 0 %, 1 MiB
2025/10/01 02:20:13.742, 1, 0 %, 1 MiB
2025/10/01 02:20:43.743, 0, 0 %, 1 MiB
2025/10/01 02:20:43.743, 1, 0 %, 1 MiB
2025/10/01 02:21:13.744, 0, 0 %, 1 MiB
2025/10/01 02:21:13.745, 1, 0 %, 1 MiB
2025/10/01 02:21:43.746, 0, 0 %, 1 MiB
2025/10/01 02:21:43.746, 1, 0 %, 1 MiB
2025/10/01 02:22:13.747, 0, 0 %, 1 MiB
2025/10/01 02:22:13.747, 1, 0 %, 1 MiB
2025/10/01 02:22:43.748, 0, 0 %, 1 MiB
2025/10/01 02:22:43.748, 1, 0 %, 1 MiB
2025/10/01 02:23:13.749, 0, 0 %, 1 MiB
2025/10/01 02:23:13.749, 1, 0 %, 1 MiB
2025/10/01 02:23:43.750, 0, 0 %, 1 MiB
2025/10/01 02:23:43.750, 1, 0 %, 1 MiB
2025/10/01 02:24:13.751, 0, 0 %, 1 MiB
2025/10/01 02:24:13.751, 1, 0 %, 1 MiB
2025/10/01 02:24:43.752, 0, 0 %, 1 MiB
2025/10/01 02:24:43.752, 1, 0 %, 1 MiB
2025/10/01 02:25:13.752, 0, 0 %, 1 MiB
2025/10/01 02:25:13.753, 1, 0 %, 1 MiB
2025/10/01 02:25:43.753, 0, 0 %, 1 MiB
2025/10/01 02:25:43.753, 1, 0 %, 1 MiB
2025/10/01 02:26:13.754, 0, 0 %, 1 MiB
2025/10/01 02:26:13.754, 1, 0 %, 1 MiB
2025/10/01 02:26:43.755, 0, 0 %, 1 MiB
2025/10/01 02:26:43.755, 1, 0 %, 1 MiB
2025/10/01 02:27:13.756, 0, 0 %, 1 MiB
2025/10/01 02:27:13.756, 1, 0 %, 1 MiB
2025/10/01 02:27:43.757, 0, 0 %, 1 MiB
2025/10/01 02:27:43.757, 1, 0 %, 1 MiB
2025/10/01 02:28:13.757, 0, 0 %, 1 MiB
2025/10/01 02:28:13.758, 1, 0 %, 1 MiB
2025/10/01 02:28:43.758, 0, 0 %, 1 MiB
2025/10/01 02:28:43.759, 1, 0 %, 1 MiB
2025/10/01 02:29:13.759, 0, 0 %, 1 MiB
2025/10/01 02:29:13.759, 1, 0 %, 1 MiB
2025/10/01 02:29:43.760, 0, 0 %, 1 MiB
2025/10/01 02:29:43.760, 1, 0 %, 1 MiB
2025/10/01 02:30:13.761, 0, 0 %, 1 MiB
2025/10/01 02:30:13.761, 1, 0 %, 1 MiB
2025/10/01 02:30:43.762, 0, 0 %, 1 MiB
2025/10/01 02:30:43.762, 1, 0 %, 1 MiB
2025/10/01 02:31:13.763, 0, 0 %, 1 MiB
2025/10/01 02:31:13.763, 1, 0 %, 1 MiB
2025/10/01 02:31:43.764, 0, 0 %, 1 MiB
2025/10/01 02:31:43.764, 1, 0 %, 1 MiB
2025/10/01 02:32:13.764, 0, 0 %, 1 MiB
2025/10/01 02:32:13.765, 1, 0 %, 1 MiB
2025/10/01 02:32:43.765, 0, 0 %, 1 MiB
2025/10/01 02:32:43.766, 1, 0 %, 1 MiB
2025/10/01 02:33:13.766, 0, 0 %, 1 MiB
2025/10/01 02:33:13.767, 1, 0 %, 1 MiB
2025/10/01 02:33:43.767, 0, 0 %, 1 MiB
2025/10/01 02:33:43.768, 1, 0 %, 1 MiB
2025/10/01 02:34:13.768, 0, 0 %, 1 MiB
2025/10/01 02:34:13.769, 1, 0 %, 1 MiB
2025/10/01 02:34:43.769, 0, 0 %, 1 MiB
2025/10/01 02:34:43.770, 1, 0 %, 1 MiB
2025/10/01 02:35:13.770, 0, 0 %, 1 MiB
2025/10/01 02:35:13.771, 1, 0 %, 1 MiB
2025/10/01 02:35:43.772, 0, 0 %, 1 MiB
2025/10/01 02:35:43.772, 1, 0 %, 1 MiB
2025/10/01 02:36:13.773, 0, 0 %, 1 MiB
2025/10/01 02:36:13.773, 1, 0 %, 1 MiB
2025/10/01 02:36:43.774, 0, 0 %, 1 MiB
2025/10/01 02:36:43.774, 1, 0 %, 1 MiB
2025/10/01 02:37:13.775, 0, 0 %, 1 MiB
2025/10/01 02:37:13.775, 1, 0 %, 1 MiB
2025/10/01 02:37:43.776, 0, 0 %, 1 MiB
2025/10/01 02:37:43.776, 1, 0 %, 1 MiB
2025/10/01 02:38:13.777, 0, 0 %, 1 MiB
2025/10/01 02:38:13.777, 1, 0 %, 1 MiB
2025/10/01 02:38:43.778, 0, 0 %, 1 MiB
2025/10/01 02:38:43.778, 1, 0 %, 1 MiB
2025/10/01 02:39:13.779, 0, 0 %, 1 MiB
2025/10/01 02:39:13.779, 1, 0 %, 1 MiB
2025/10/01 02:39:43.780, 0, 0 %, 1 MiB
2025/10/01 02:39:43.780, 1, 0 %, 1 MiB
2025/10/01 02:40:13.780, 0, 0 %, 1 MiB
2025/10/01 02:40:13.780, 1, 0 %, 1 MiB
2025/10/01 02:40:43.781, 0, 0 %, 1 MiB
2025/10/01 02:40:43.781, 1, 0 %, 1 MiB
2025/10/01 02:41:13.782, 0, 0 %, 1 MiB
2025/10/01 02:41:13.782, 1, 0 %, 1 MiB
2025/10/01 02:41:43.783, 0, 0 %, 1 MiB
2025/10/01 02:41:43.783, 1, 0 %, 1 MiB
2025/10/01 02:42:13.784, 0, 0 %, 1 MiB
2025/10/01 02:42:13.784, 1, 0 %, 1 MiB
2025/10/01 02:42:43.785, 0, 0 %, 1 MiB
2025/10/01 02:42:43.786, 1, 0 %, 1 MiB
2025/10/01 02:43:13.786, 0, 0 %, 1 MiB
2025/10/01 02:43:13.787, 1, 0 %, 1 MiB
2025/10/01 02:43:43.787, 0, 0 %, 1 MiB
2025/10/01 02:43:43.788, 1, 0 %, 1 MiB
2025/10/01 02:44:13.788, 0, 0 %, 1 MiB
2025/10/01 02:44:13.789, 1, 0 %, 1 MiB
2025/10/01 02:44:43.789, 0, 0 %, 1 MiB
2025/10/01 02:44:43.789, 1, 0 %, 1 MiB
2025/10/01 02:45:13.790, 0, 0 %, 1 MiB
2025/10/01 02:45:13.790, 1, 0 %, 1 MiB
2025/10/01 02:45:43.791, 0, 0 %, 1 MiB
2025/10/01 02:45:43.791, 1, 0 %, 1 MiB
2025/10/01 02:46:13.792, 0, 0 %, 1 MiB
2025/10/01 02:46:13.792, 1, 0 %, 1 MiB
2025/10/01 02:46:43.793, 0, 0 %, 1 MiB
2025/10/01 02:46:43.793, 1, 0 %, 1 MiB
2025/10/01 02:47:13.794, 0, 0 %, 1 MiB
2025/10/01 02:47:13.794, 1, 0 %, 1 MiB
2025/10/01 02:47:43.795, 0, 0 %, 1 MiB
2025/10/01 02:47:43.795, 1, 0 %, 1 MiB
2025/10/01 02:48:13.796, 0, 0 %, 1 MiB
2025/10/01 02:48:13.797, 1, 0 %, 1 MiB
2025/10/01 02:48:43.797, 0, 0 %, 1 MiB
2025/10/01 02:48:43.797, 1, 0 %, 1 MiB
2025/10/01 02:49:13.798, 0, 0 %, 1 MiB
2025/10/01 02:49:13.798, 1, 0 %, 1 MiB
2025/10/01 02:49:43.799, 0, 0 %, 1 MiB
2025/10/01 02:49:43.799, 1, 0 %, 1 MiB
2025/10/01 02:50:13.800, 0, 0 %, 1 MiB
2025/10/01 02:50:13.800, 1, 0 %, 1 MiB
2025/10/01 02:50:43.801, 0, 0 %, 1 MiB
2025/10/01 02:50:43.801, 1, 0 %, 1 MiB
2025/10/01 02:51:13.802, 0, 0 %, 1 MiB
2025/10/01 02:51:13.802, 1, 0 %, 1 MiB
2025/10/01 02:51:43.803, 0, 0 %, 1 MiB
2025/10/01 02:51:43.803, 1, 0 %, 1 MiB
2025/10/01 02:52:13.804, 0, 0 %, 1 MiB
2025/10/01 02:52:13.804, 1, 0 %, 1 MiB
2025/10/01 02:52:43.805, 0, 0 %, 1 MiB
2025/10/01 02:52:43.805, 1, 0 %, 1 MiB
2025/10/01 02:53:13.806, 0, 0 %, 1 MiB
2025/10/01 02:53:13.807, 1, 0 %, 1 MiB
2025/10/01 02:53:43.807, 0, 0 %, 1 MiB
2025/10/01 02:53:43.807, 1, 0 %, 1 MiB
2025/10/01 02:54:13.808, 0, 0 %, 1 MiB
2025/10/01 02:54:13.809, 1, 0 %, 1 MiB
2025/10/01 02:54:43.810, 0, 0 %, 1 MiB
2025/10/01 02:54:43.810, 1, 0 %, 1 MiB
2025/10/01 02:55:13.810, 0, 0 %, 1 MiB
2025/10/01 02:55:13.811, 1, 0 %, 1 MiB
2025/10/01 02:55:43.811, 0, 0 %, 1 MiB
2025/10/01 02:55:43.811, 1, 0 %, 1 MiB
2025/10/01 02:56:13.813, 0, 0 %, 1 MiB
2025/10/01 02:56:13.813, 1, 0 %, 1 MiB
2025/10/01 02:56:43.813, 0, 0 %, 1 MiB
2025/10/01 02:56:43.813, 1, 0 %, 1 MiB
2025/10/01 02:57:13.814, 0, 0 %, 1 MiB
2025/10/01 02:57:13.814, 1, 0 %, 1 MiB
2025/10/01 02:57:43.815, 0, 0 %, 1 MiB
2025/10/01 02:57:43.815, 1, 0 %, 1 MiB
2025/10/01 02:58:13.816, 0, 0 %, 1 MiB
2025/10/01 02:58:13.816, 1, 0 %, 1 MiB
2025/10/01 02:58:43.816, 0, 0 %, 1 MiB
2025/10/01 02:58:43.816, 1, 0 %, 1 MiB
2025/10/01 02:59:13.817, 0, 0 %, 1 MiB
2025/10/01 02:59:13.817, 1, 0 %, 1 MiB
2025/10/01 02:59:43.818, 0, 0 %, 1 MiB
2025/10/01 02:59:43.818, 1, 0 %, 1 MiB
2025/10/01 03:00:13.819, 0, 0 %, 1 MiB
2025/10/01 03:00:13.819, 1, 0 %, 1 MiB
2025/10/01 03:00:43.820, 0, 0 %, 1 MiB
2025/10/01 03:00:43.820, 1, 0 %, 1 MiB
2025/10/01 03:01:13.821, 0, 0 %, 1 MiB
2025/10/01 03:01:13.821, 1, 0 %, 1 MiB
2025/10/01 03:01:43.822, 0, 0 %, 1 MiB
2025/10/01 03:01:43.822, 1, 0 %, 1 MiB
2025/10/01 03:02:13.823, 0, 0 %, 1 MiB
2025/10/01 03:02:13.824, 1, 0 %, 1 MiB
2025/10/01 03:02:43.824, 0, 0 %, 1 MiB
2025/10/01 03:02:43.825, 1, 0 %, 1 MiB
2025/10/01 03:03:13.826, 0, 0 %, 1 MiB
2025/10/01 03:03:13.826, 1, 0 %, 1 MiB
2025/10/01 03:03:43.827, 0, 0 %, 1 MiB
2025/10/01 03:03:43.827, 1, 0 %, 1 MiB
2025/10/01 03:04:13.827, 0, 0 %, 1 MiB
2025/10/01 03:04:13.828, 1, 0 %, 1 MiB
2025/10/01 03:04:43.828, 0, 0 %, 1 MiB
2025/10/01 03:04:43.829, 1, 0 %, 1 MiB
2025/10/01 03:05:13.829, 0, 0 %, 1 MiB
2025/10/01 03:05:13.830, 1, 0 %, 1 MiB
2025/10/01 03:05:43.830, 0, 0 %, 1 MiB
2025/10/01 03:05:43.830, 1, 0 %, 1 MiB
2025/10/01 03:06:13.831, 0, 0 %, 1 MiB
2025/10/01 03:06:13.831, 1, 0 %, 1 MiB
2025/10/01 03:06:43.832, 0, 0 %, 1 MiB
2025/10/01 03:06:43.832, 1, 0 %, 1 MiB
2025/10/01 03:07:13.833, 0, 0 %, 1 MiB
2025/10/01 03:07:13.833, 1, 0 %, 1 MiB
2025/10/01 03:07:43.834, 0, 0 %, 1 MiB
2025/10/01 03:07:43.834, 1, 0 %, 1 MiB
2025/10/01 03:08:13.834, 0, 0 %, 1 MiB
2025/10/01 03:08:13.835, 1, 0 %, 1 MiB
2025/10/01 03:08:43.835, 0, 0 %, 1 MiB
2025/10/01 03:08:43.835, 1, 0 %, 1 MiB
2025/10/01 03:09:13.836, 0, 0 %, 1 MiB
2025/10/01 03:09:13.836, 1, 0 %, 1 MiB
2025/10/01 03:09:43.837, 0, 0 %, 1 MiB
2025/10/01 03:09:43.837, 1, 0 %, 1 MiB
2025/10/01 03:10:13.837, 0, 0 %, 1 MiB
2025/10/01 03:10:13.838, 1, 0 %, 1 MiB
2025/10/01 03:10:43.839, 0, 0 %, 1 MiB
2025/10/01 03:10:43.839, 1, 0 %, 1 MiB
2025/10/01 03:11:13.839, 0, 0 %, 1 MiB
2025/10/01 03:11:13.839, 1, 0 %, 1 MiB
2025/10/01 03:11:43.840, 0, 0 %, 1 MiB
2025/10/01 03:11:43.840, 1, 0 %, 1 MiB
2025/10/01 03:12:13.841, 0, 0 %, 1 MiB
2025/10/01 03:12:13.841, 1, 0 %, 1 MiB
2025/10/01 03:12:43.841, 0, 0 %, 1 MiB
2025/10/01 03:12:43.841, 1, 0 %, 1 MiB
2025/10/01 03:13:13.842, 0, 0 %, 1 MiB
2025/10/01 03:13:13.842, 1, 0 %, 1 MiB
2025/10/01 03:13:43.843, 0, 0 %, 1 MiB
2025/10/01 03:13:43.843, 1, 0 %, 1 MiB
2025/10/01 03:14:13.843, 0, 0 %, 1 MiB
2025/10/01 03:14:13.844, 1, 0 %, 1 MiB
2025/10/01 03:14:43.844, 0, 0 %, 1 MiB
2025/10/01 03:14:43.844, 1, 0 %, 1 MiB
2025/10/01 03:15:13.844, 0, 0 %, 1 MiB
2025/10/01 03:15:13.845, 1, 0 %, 1 MiB
2025/10/01 03:15:43.845, 0, 0 %, 1 MiB
2025/10/01 03:15:43.845, 1, 0 %, 1 MiB
2025/10/01 03:16:13.846, 0, 0 %, 1 MiB
2025/10/01 03:16:13.846, 1, 0 %, 1 MiB
2025/10/01 03:16:43.846, 0, 0 %, 1 MiB
2025/10/01 03:16:43.847, 1, 0 %, 1 MiB
2025/10/01 03:17:13.847, 0, 0 %, 1 MiB
2025/10/01 03:17:13.847, 1, 0 %, 1 MiB
2025/10/01 03:17:43.848, 0, 0 %, 1 MiB
2025/10/01 03:17:43.848, 1, 0 %, 1 MiB
